"Name","csuoee__Course_Code__c","hed__Course_ID__c","hed__Account__r.hed__School_Code__c","hed__Description__c","hed__Extended_Description__c","lms_hed__LMS_Reference_Code__c","csuoee__Short_Description__c","csuoee__Banner_Surrogate_ID__c","csuoee__AUCC_Category__c","hed__Credit_Hours__c","csuoee__Credit_Hours_Max__c","csuoee__Guaranteed_Transfer__c","csuoee__Guaranteed_Transfer_Category__c","csuoee__Quality_Matters__c"
"HORT 581A7: Scientific Method","HORT 581A7","HORT 581A7","1173","","Everyone involved in science understands the scientific method, right? But there is actually a lot of confusion about the scientific method, even among experienced scientists. In this course, students learn: elements of the scientific method; how to use them in experimental design; and how to achieve research goals. Students gain hands-on experience, using examples from their own scientific interests, to design projects, interpret results, and communicate their science.","HORT-581A7","Everyone involved in science understands the scientific method, right? But there is actually a lot of confusion about the scientific method, even among experienced scientists. In this course, students learn: elements of the scientific method; how to use them in experimental design; and how to achieve research goals.","44463.0","","3.0","","false","","false"
"HORT 588: Supervised Extension Practices","HORT 588","HORT 588","1173","","","HORT-588","","7595.0","","1.0","18.0","false","","false"
"HORT 600: Topics in Horticulture","HORT 600","HORT 600","1173","","<p>Explore major themes in horticulture and provide a broader understanding beyond research focus. Weekly discussions and readings are centered around the core topics of research in horticulture and landscape architecture.</p>","HORT-600","Explore major themes in horticulture and provide a broader understanding beyond research focus. Weekly discussions and readings are centered around the core topics of research in horticulture and landscape architecture.","41563.0","","3.0","","false","","false"
"HORT 698: Research","HORT 698","HORT 698","1173","","<p>Research</p>","HORT-698","Research","7597.0","","1.0","18.0","false","","false"
"HORT 699: Thesis","HORT 699","HORT 699","1173","","","HORT-699","","7598.0","","1.0","18.0","false","","false"
"HORT 784: Supervised College Teaching","HORT 784","HORT 784","1173","","","HORT-784","","7599.0","","1.0","18.0","false","","false"
"HORT 792: Seminar","HORT 792","HORT 792","1173","","","HORT-792","","7600.0","","1.0","","false","","false"
"HORT 795: Independent Study","HORT 795","HORT 795","1173","","","HORT-795","","7601.0","","1.0","18.0","false","","false"
"HORT 799: Dissertation","HORT 799","HORT 799","1173","","","HORT-799","","7602.0","","1.0","18.0","false","","false"
"IDEA 310O: Game Design","IDEA 310O","IDEA 310O","1501","","Create interactive experience and serious games using design thinking strategies and digital game development engines (e.g., Unity 3D).","IDEA-310O","Create interactive experience and serious games using design thinking strategies and digital game development engines (e.g., Unity 3D).","41417.0","","0.0","3.0","false","","false"
"IDEA 310P: Low-Fidelity Prototyping","IDEA 310P","IDEA 310P","1501","","","IDEA-310P","","42960.0","","0.0","3.0","false","","false"
"IDEA 310Q: 3D Animation and Storytelling","IDEA 310Q","IDEA 310Q","1501","","<p>Basics of 3D modeling and animation with open source software (e.g., Blender 3D) to explore narrative expression.</p>","IDEA-310Q","Basics of 3D modeling and animation with open source software (e.g., Blender 3D) to explore narrative expression.","41418.0","","0.0","3.0","false","","false"
"IDEA 380A1: Low-Fidelity Prototyping","IDEA 380A1","IDEA 380A1","1501","","","IDEA-380A1","","40543.0","","0.0","3.0","false","","false"
"IDEA 380A2: Artificial Intelligence","IDEA 380A2","IDEA 380A2","1501","","","IDEA-380A2","","43295.0","","3.0","","false","","false"
"IDEA 555: Designing for Defense","IDEA 555","IDEA 555","1501","","Interdisciplinary teams work on national security challenges in close contact with national security agencies (sponsors). Utilizing entrepreneurial thinking, lead and manage teams of undergraduates as they work to employ the Lean Launchpad methodology and develop concepts to solve real-world challenges for sponsors in special operations forces, the intelligence community, and government agencies.<br />Bachelor's degree required.","IDEA-555","Interdisciplinary teams work on national security challenges in close contact with national security agencies (sponsors). Utilizing entrepreneurial thinking, lead and manage teams of undergraduates as they work to employ the Lean Launchpad methodology and develop concepts to solve real-world challenges for sponsors in special operations forces, the intelligence community, and government agencies.","42133.0","","3.0","","false","","false"
"IDEA 580A2: Design Thinking for Educators","IDEA 580A2","IDEA 580A2","1501","","Innovative pedagogical approaches to incorporate design thinking into your learning context. Focus on teaching practices and tools to bring dynamic design thinking experiences to students of all ages in K-12, university, and informal learning spaces.","IDEA-580A2","Innovative pedagogical approaches to incorporate design thinking into your learning context. Focus on teaching practices and tools to bring dynamic design thinking experiences to students of all ages in K-12, university, and informal learning spaces.","44211.0","","3.0","","false","","false"
"IE 182A: Study Abroad: Denmark","IE 182A","IE 182A","1001","","Designed to help incoming first-year students transition to college life--introduction to the concept of happiness and well-being. Confront “myths” of happiness and conduct cross-cultural comparisons. Design an analysis of everyday lives, including how to foster well-being in academic environments.","IE-182A","Designed to help incoming first-year students transition to college life--introduction to the concept of happiness and well-being. Confront “myths” of happiness and conduct cross-cultural comparisons. Design an analysis of everyday lives, including how to foster well-being in academic environments.","43131.0","","3.0","","false","","false"
"IE 200: Global Studies","IE 200","IE 200","1001","","Comparative study of institutions, cultures, and environmental issues of selected countries and in global context, as a basis for real-world intercultural encounters and global citizenship.","IE-200","Comparative study of institutions, cultures, and environmental issues of selected countries and in global context, as a basis for real-world intercultural encounters and global citizenship.","34862.0","","3.0","","false","","false"
"IE 252A: Study Abroad: Dominican Rep.","IE 252A","IE 252A","1001","","<p>Focus on preparation for a short-term international experience. Opportunities for community engagement, discussions on the impact of student groups coming into a new culture, and learning how to prepare for integrating with another culture without causing harm. Sophomore standing.</p>","IE-252A","Focus on preparation for a short-term international experience. Opportunities for community engagement, discussions on the impact of student groups coming into a new culture, and learning how to prepare for integrating with another culture without causing harm. Sophomore standing.","35802.0","","1.0","","false","","false"
"IE 282B: Study Abroad Latin America","IE 282B","IE 282B","1001","","Explore personal narratives to reflect upon the origin and ongoing development of personal values, goals, and identities during education abroad and the impact on academic and personal choices. Investigate a variety of personal narratives from various cultures, creative nonfiction, and memoirs, as well as visual and oral narratives. Explore how personal stories fit within potential university study programs and beyond.","IE-282B","Explore personal narratives to reflect upon the origin and ongoing development of personal values, goals, and identities during education abroad and the impact on academic and personal choices. Investigate a variety of personal narratives from various cultures, creative nonfiction, and memoirs, as well as visual and oral narratives.","43132.0","","3.0","","false","","false"
"IE 352A: Study Abroad: Morocco","IE 352A","IE 352A","1001","","<p>Focus on preparation for a short-term international experience. Opportunities for community engagement, discussions on the impact of student groups coming into a new culture, and learning how to prepare for integrating with another culture without causing harm. Sophomore standing.</p>","IE-352A","Focus on preparation for a short-term international experience. Opportunities for community engagement, discussions on the impact of student groups coming into a new culture, and learning how to prepare for integrating with another culture without causing harm. Sophomore standing.","30041.0","","1.0","","false","","false"
